Measure,Average Coherence,Min Topic Coherence,Max Topic Coherence,Std Topic Coherence
c_v,0.36432731237682875,0.04317007915124622,0.7634634177279876,0.13769313786672233
u_mass,-9.274581455662283,-19.858359519885887,-0.8927178638542467,6.039907805540408
c_npmi,-0.09208513812376247,-0.27482221136366436,0.2963515018546675,0.11191310144742146
