Measure,Average Coherence,Min Topic Coherence,Max Topic Coherence,Std Topic Coherence
c_v,0.38908353333653006,0.21560237105244648,0.6920935664982825,0.11435880686769029
u_mass,-4.685230677153955,-13.809057633567997,-1.0323096904028637,4.57180351515799
c_npmi,-0.08040522396981756,-0.256537941696426,0.0819705154788366,0.10228819987473045
