Measure,Average Coherence,Min Topic Coherence,Max Topic Coherence,Std Topic Coherence
c_v,0.39932130053379333,0.04317007915124622,0.6878821519972905,0.16245166980599288
u_mass,-4.838235548265425,-19.858359519885887,-0.9974814524069758,5.254372469049823
c_npmi,-0.08574108551044393,-0.32661024465552607,0.08790187779627755,0.12253944100641595
