Measure,Average Coherence,Min Topic Coherence,Max Topic Coherence,Std Topic Coherence
c_v,0.35674787208775854,0.10814408628634302,0.869495832294788,0.14617428275416386
u_mass,-9.979452195106807,-19.29663133512955,-0.9942585467282942,5.865679783664305
c_npmi,-0.08061689162797954,-0.3214013360642826,0.2999387569863619,0.12156136707975096
